,name,year,selling_price,km_driven,fuel,transmission,owner
313,Datsun GO A,2015,250000,40000,Petrol,Manual,LabelEncoder()
314,Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Manual,LabelEncoder()
315,Maruti Zen LXi BSII,2002,60000,80000,Petrol,Manual,LabelEncoder()
316,Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Manual,LabelEncoder()
317,Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Manual,LabelEncoder()
318,BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Automatic,LabelEncoder()
319,Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Manual,LabelEncoder()
320,BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Automatic,LabelEncoder()
321,Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Manual,LabelEncoder()
322,Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Manual,LabelEncoder()
323,Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Automatic,LabelEncoder()
324,Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Manual,LabelEncoder()
325,Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Manual,LabelEncoder()
326,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Manual,LabelEncoder()
327,Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Manual,LabelEncoder()
328,Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Manual,LabelEncoder()
329,Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Manual,LabelEncoder()
330,Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Manual,LabelEncoder()
331,Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Manual,LabelEncoder()
332,Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Manual,LabelEncoder()
333,Maruti Baleno Vxi,2006,80000,120000,Petrol,Manual,LabelEncoder()
334,Tata Indica DLX,2003,50000,120000,Diesel,Manual,LabelEncoder()
335,Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Manual,LabelEncoder()
336,Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Manual,LabelEncoder()
337,Tata Indica LSI,2002,125000,40000,Petrol,Manual,LabelEncoder()
338,Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Manual,LabelEncoder()
339,Toyota Etios Liva GD,2012,300000,50000,Diesel,Manual,LabelEncoder()
340,Tata Nano STD,2013,55000,25000,Petrol,Manual,LabelEncoder()
341,Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Manual,LabelEncoder()
342,Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Manual,LabelEncoder()
343,Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Manual,LabelEncoder()
344,Mahindra Bolero SLX,2006,229999,200000,Diesel,Manual,LabelEncoder()
345,Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Manual,LabelEncoder()
346,Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Manual,LabelEncoder()
347,Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Manual,LabelEncoder()
348,Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Manual,LabelEncoder()
349,Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Manual,LabelEncoder()
350,Maruti Ritz VDi,2013,335000,80000,Diesel,Manual,LabelEncoder()
351,Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Manual,LabelEncoder()
352,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Manual,LabelEncoder()
353,Maruti Estilo LXI,2014,225000,43000,Petrol,Manual,LabelEncoder()
354,Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Manual,LabelEncoder()
355,Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Manual,LabelEncoder()
356,Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Manual,LabelEncoder()
357,Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Automatic,LabelEncoder()
358,Maruti Alto LX,2011,145000,25000,Petrol,Manual,LabelEncoder()
359,Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Manual,LabelEncoder()
360,Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Manual,LabelEncoder()
361,Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Manual,LabelEncoder()
362,Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Manual,LabelEncoder()
363,Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Manual,LabelEncoder()
364,Renault KWID RXT Optional,2017,270000,40000,Petrol,Manual,LabelEncoder()
365,Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Manual,LabelEncoder()
366,Hyundai EON Era Plus,2012,200000,46000,Petrol,Manual,LabelEncoder()
367,Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Manual,LabelEncoder()
368,Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Manual,LabelEncoder()
369,Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Automatic,LabelEncoder()
370,Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Manual,LabelEncoder()
371,Chevrolet Spark 1.0,2009,125000,70000,Petrol,Manual,LabelEncoder()
372,Maruti 800 AC,2000,60000,40000,Petrol,Manual,LabelEncoder()
373,Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Manual,LabelEncoder()
374,Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Manual,LabelEncoder()
375,Maruti Ertiga VDI,2013,400000,110000,Diesel,Manual,LabelEncoder()
376,Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Manual,LabelEncoder()
377,Maruti Swift VVT VXI,2017,400000,30000,Petrol,Manual,LabelEncoder()
378,Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Manual,LabelEncoder()
379,Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Manual,LabelEncoder()
380,Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Manual,LabelEncoder()
381,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Manual,LabelEncoder()
382,Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Automatic,LabelEncoder()
383,Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Manual,LabelEncoder()
384,Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Manual,LabelEncoder()
385,Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Manual,LabelEncoder()
386,Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Manual,LabelEncoder()
387,Maruti Alto 800 LXI,2016,130000,40000,Petrol,Manual,LabelEncoder()
388,Maruti Wagon R LXI,2006,90000,62009,Petrol,Manual,LabelEncoder()
389,Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Manual,LabelEncoder()
390,Hyundai EON Era Plus,2014,190000,40000,Petrol,Manual,LabelEncoder()
391,Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Manual,LabelEncoder()
392,Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Manual,LabelEncoder()
393,Tata Safari Storme VX,2016,1000000,70000,Diesel,Manual,LabelEncoder()
394,Mahindra Scorpio REV 116,2006,220000,220000,Petrol,Manual,LabelEncoder()
395,Mahindra Bolero SLX,2010,400000,50000,Diesel,Manual,LabelEncoder()
396,Datsun GO Plus A,2015,315000,45000,Petrol,Manual,LabelEncoder()
397,Toyota Fortuner 4x4 MT,2014,1000000,110000,Diesel,Manual,LabelEncoder()
398,Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Manual,LabelEncoder()
399,Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,Diesel,Automatic,LabelEncoder()
400,Mahindra Supro VX 8 Str,2017,500000,160000,Diesel,Manual,LabelEncoder()
401,Maruti Alto LX,2007,70000,180000,Petrol,Manual,LabelEncoder()
402,Maruti 800 AC,2007,105000,60000,Petrol,Manual,LabelEncoder()
403,Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Manual,LabelEncoder()
404,Maruti Wagon R LXI,2004,80000,60000,Petrol,Manual,LabelEncoder()
405,Maruti Alto 800 VXI,2016,300000,30000,Petrol,Manual,LabelEncoder()
406,Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Manual,LabelEncoder()
407,Maruti Swift Glam,2009,250000,70000,Petrol,Manual,LabelEncoder()
408,Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,Diesel,Manual,LabelEncoder()
409,Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Manual,LabelEncoder()
410,Toyota Fortuner 4x4 MT,2015,1400000,120000,Diesel,Manual,LabelEncoder()
411,Honda Brio 1.2 VX MT,2018,475000,20000,Petrol,Manual,LabelEncoder()
412,Honda Brio 1.2 VX MT,2018,475000,22000,Petrol,Manual,LabelEncoder()
413,Chevrolet Spark 1.0 LS,2008,75000,35000,Petrol,Manual,LabelEncoder()
414,Chevrolet Sail Hatchback LS ABS,2013,200000,120000,Diesel,Manual,LabelEncoder()
415,Tata Tiago NRG Petrol,2019,575000,8000,Petrol,Manual,LabelEncoder()
416,Maruti Ritz VDi,2011,150000,40000,Diesel,Manual,LabelEncoder()
417,Maruti Vitara Brezza ZDi Plus,2018,850000,10000,Diesel,Manual,LabelEncoder()
418,Hyundai Santro Era,2019,350000,30000,Petrol,Manual,LabelEncoder()
419,Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,Diesel,Manual,LabelEncoder()
420,Hyundai Verna 1.4 VTVT,2017,330000,80577,Petrol,Manual,LabelEncoder()
421,Honda City i-DTEC V,2017,1044999,25000,Diesel,Manual,LabelEncoder()
422,Hyundai Verna 1.6 CRDI,2011,300000,127500,Diesel,Manual,LabelEncoder()
423,Hyundai EON D Lite Plus,2015,235000,40903,Petrol,Manual,LabelEncoder()
424,Ford Figo Petrol Titanium,2011,120000,60000,Petrol,Manual,LabelEncoder()
425,Maruti Wagon R VXI,2004,130000,46000,Petrol,Manual,LabelEncoder()
426,Ford Endeavour 4x4 XLT,2004,275000,22288,Diesel,Manual,LabelEncoder()
427,Volkswagen Jetta 2.0 TDI Trendline,2011,270000,180000,Diesel,Manual,LabelEncoder()
428,Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,Diesel,Manual,LabelEncoder()
429,Hyundai Grand i10 Sportz,2015,400000,61690,Petrol,Manual,LabelEncoder()
430,Hyundai i20 Asta 1.2,2015,600000,64484,Petrol,Manual,LabelEncoder()
431,Audi Q5 2.0 TDI,2012,1350000,90000,Diesel,Automatic,LabelEncoder()
432,Renault Duster 85PS Diesel RxE,2013,400000,75976,Diesel,Manual,LabelEncoder()
433,Ford Figo Diesel Titanium,2011,220000,70000,Diesel,Manual,LabelEncoder()
434,Honda Brio E MT,2012,300000,85962,Petrol,Manual,LabelEncoder()
435,Maruti Omni E MPI STD BS IV,2018,250000,120000,Petrol,Manual,LabelEncoder()
436,Honda Mobilio V i DTEC,2015,600000,120000,Diesel,Manual,LabelEncoder()
437,Honda Brio S Option AT,2012,285000,75000,Petrol,Automatic,LabelEncoder()
438,Honda Accord 2.4 MT,2009,350000,57035,Petrol,Manual,LabelEncoder()
439,Mahindra Bolero SLX,2011,170000,70000,Diesel,Manual,LabelEncoder()
440,Ford Figo 1.2P Ambiente MT,2015,229999,45000,Petrol,Manual,LabelEncoder()
441,Mahindra XUV500 W6 2WD,2013,500000,72104,Diesel,Manual,LabelEncoder()
442,Tata Nano Lx,2011,75000,15000,Petrol,Manual,LabelEncoder()
443,Hyundai i20 Active 1.2 SX,2016,600000,30000,Petrol,Manual,LabelEncoder()
444,Tata Indigo LS Dicor,2011,220000,80000,Diesel,Manual,LabelEncoder()
445,Tata Indica Vista Terra 1.4 TDI,2009,150000,164000,Diesel,Manual,LabelEncoder()
446,Maruti Alto LX,2006,65000,124439,Petrol,Manual,LabelEncoder()
447,Maruti Zen VXI,2006,120000,77000,Petrol,Manual,LabelEncoder()
448,Maruti Swift Dzire VDI,2014,240000,90000,Diesel,Manual,LabelEncoder()
449,Renault KWID 1.0 RXT Optional,2017,390000,30000,Petrol,Manual,LabelEncoder()
450,Chevrolet Beat LS,2012,180000,50000,Petrol,Manual,LabelEncoder()
451,Maruti Swift VDI,2012,320000,80000,Diesel,Manual,LabelEncoder()
452,Maruti Alto 800 LXI,2018,310000,5000,Petrol,Manual,LabelEncoder()
453,Maruti Wagon R AMT VXI,2018,420000,24000,Petrol,Automatic,LabelEncoder()
454,Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Manual,LabelEncoder()
455,Maruti Ertiga SHVS VDI,2016,550000,78000,Diesel,Manual,LabelEncoder()
456,Mahindra TUV 300 T4 Plus,2018,760000,50000,Diesel,Manual,LabelEncoder()
457,Maruti 800 AC BSII,2001,43000,100000,Petrol,Manual,LabelEncoder()
458,Maruti Omni MPI STD BSIV,2018,250000,20000,Petrol,Manual,LabelEncoder()
459,Hyundai Santro Magna BSIV,2019,500000,1250,Petrol,Manual,LabelEncoder()
460,Tata Zest Revotron 1.2 XT,2015,380000,17152,Petrol,Manual,LabelEncoder()
461,Mahindra XUV500 W11 Option AT AWD,2019,1850000,5000,Diesel,Automatic,LabelEncoder()
462,Volkswagen Polo Diesel Trendline 1.2L,2012,350000,77000,Diesel,Manual,LabelEncoder()
463,Hyundai Verna CRDi,2008,195000,90000,Diesel,Manual,LabelEncoder()
464,Chevrolet Beat LS,2011,225000,80000,Petrol,Manual,LabelEncoder()
465,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1125000,65000,Diesel,Manual,LabelEncoder()
466,Tata Indica Vista Quadrajet LX,2011,133000,80000,Diesel,Manual,LabelEncoder()
467,Hyundai EON Era Plus,2013,200000,24005,Petrol,Manual,LabelEncoder()
468,Maruti Vitara Brezza ZDi Plus,2018,940000,20000,Diesel,Manual,LabelEncoder()
469,Renault Duster 85PS Diesel RxL,2014,400000,120000,Diesel,Manual,LabelEncoder()
470,Hyundai i10 Era 1.1,2009,120000,120000,Petrol,Manual,LabelEncoder()
471,Maruti Swift Dzire ZDI,2015,625000,80000,Diesel,Manual,LabelEncoder()
472,Maruti Swift 1.3 VXi,2005,110000,80000,Petrol,Manual,LabelEncoder()
473,Renault Duster 110PS Diesel RxZ,2012,490000,100000,Diesel,Manual,LabelEncoder()
474,Maruti Alto LX,2009,140000,120000,Petrol,Manual,LabelEncoder()
475,Ford Figo Diesel ZXI,2011,175000,149000,Diesel,Manual,LabelEncoder()
476,Maruti Wagon R LXI BSIII,2005,90000,65000,Petrol,Manual,LabelEncoder()
477,Maruti Swift Ldi BSIV,2009,275000,100000,Diesel,Manual,LabelEncoder()
478,Volkswagen Vento Diesel Highline,2011,300000,65000,Diesel,Manual,LabelEncoder()
479,Datsun GO Plus T Option BSIV,2018,270000,19000,Petrol,Manual,LabelEncoder()
480,Chevrolet Beat LT,2010,130000,80000,Petrol,Manual,LabelEncoder()
481,Maruti Alto K10 VXI Airbag,2015,275000,30000,Petrol,Manual,LabelEncoder()
482,Maruti Swift VDI,2012,352000,109000,Diesel,Manual,LabelEncoder()
483,Hyundai EON LPG Magna Plus,2012,180000,90000,LPG,Manual,LabelEncoder()
484,Maruti Alto LX,2012,150000,90000,Petrol,Manual,LabelEncoder()
486,Maruti Swift Vdi BSIII,2010,300000,110000,Diesel,Manual,LabelEncoder()
487,Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Manual,LabelEncoder()
488,Honda Mobilio V i DTEC,2014,600000,44000,Diesel,Manual,LabelEncoder()
489,Maruti Ertiga BSIV ZXI,2015,500000,80000,Petrol,Manual,LabelEncoder()
490,Honda BR-V i-VTEC S MT,2018,900000,5000,Petrol,Manual,LabelEncoder()
491,Hyundai i20 Magna 1.2,2016,600000,61000,Petrol,Manual,LabelEncoder()
492,Toyota Etios VD,2011,450000,100000,Diesel,Manual,LabelEncoder()
493,Hyundai i10 Era 1.1,2009,270000,27633,Petrol,Manual,LabelEncoder()
494,Maruti Swift Vdi BSIII,2010,310000,100000,Diesel,Manual,LabelEncoder()
495,Hyundai Santro Xing GLS Audio LPG,2012,250000,100000,LPG,Manual,LabelEncoder()
496,Ford Figo 1.2P Titanium MT,2019,700000,12586,Petrol,Manual,LabelEncoder()
497,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,650000,38083,Diesel,Manual,LabelEncoder()
498,Ford Figo Diesel ZXI,2012,400000,55328,Diesel,Manual,LabelEncoder()
499,Ford Figo Diesel Titanium,2012,425000,81632,Diesel,Manual,LabelEncoder()
500,Ford Aspire Titanium Diesel BSIV,2016,600000,155201,Diesel,Manual,LabelEncoder()
501,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,93283,Diesel,Manual,LabelEncoder()
502,Maruti Swift Ldi BSIII,2009,300000,217871,Diesel,Manual,LabelEncoder()
503,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000,90165,Diesel,Manual,LabelEncoder()
504,Ford Ecosport 1.5 DV5 MT Titanium,2014,750000,101504,Diesel,Manual,LabelEncoder()
505,Ford Figo Titanium Diesel BSIV,2010,325000,86017,Diesel,Manual,LabelEncoder()
506,Mahindra XUV500 W8 2WD,2013,900000,85036,Diesel,Manual,LabelEncoder()
507,Ford Ikon 1.3L Rocam Flair,2006,180000,91086,Petrol,Manual,LabelEncoder()
508,Fiat Punto 1.3 Emotion,2013,350000,160254,Diesel,Manual,LabelEncoder()
509,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,125531,Diesel,Manual,LabelEncoder()
510,Honda WR-V i-DTEC V,2019,900000,60000,Diesel,Manual,LabelEncoder()
511,Skoda Laura L n K 1.9 PD,2006,350000,100000,Diesel,Manual,LabelEncoder()
512,Maruti Ritz LDi,2013,280000,90000,Diesel,Manual,LabelEncoder()
513,Mahindra Xylo D2,2009,225000,120000,Diesel,Manual,LabelEncoder()
514,Honda City i DTEC S,2014,520000,82000,Diesel,Manual,LabelEncoder()
515,Mahindra Scorpio 1.99 S4,2016,509999,60000,Diesel,Manual,LabelEncoder()
516,Maruti Baleno Alpha 1.2,2019,556000,24000,Petrol,Manual,LabelEncoder()
517,Tata Indigo Grand Dicor,2014,225000,120000,Diesel,Manual,LabelEncoder()
518,Honda Amaze EX i-Dtech,2013,325000,65000,Diesel,Manual,LabelEncoder()
519,Maruti Swift VDI,2013,365000,65000,Diesel,Manual,LabelEncoder()
520,Hyundai Creta 1.6 CRDi SX Plus,2015,850000,84000,Diesel,Manual,LabelEncoder()
521,Toyota Etios GD SP,2013,350000,75000,Diesel,Manual,LabelEncoder()
522,Maruti Swift VDI,2007,225000,50000,Diesel,Manual,LabelEncoder()
523,Maruti Alto LX,2011,135000,50000,Petrol,Manual,LabelEncoder()
524,Maruti Wagon R LXI Minor,2007,140000,49000,Petrol,Manual,LabelEncoder()
525,Maruti SX4 S Cross DDiS 320 Delta,2016,665000,560000,Diesel,Manual,LabelEncoder()
526,Renault KWID RXT,2015,275000,14365,Petrol,Manual,LabelEncoder()
527,Toyota Fortuner 2.8 4WD AT BSIV,2017,2750000,41000,Diesel,Automatic,LabelEncoder()
528,Hyundai Verna 1.6 SX,2013,484999,65000,Diesel,Manual,LabelEncoder()
529,Maruti Ciaz VDi Option SHVS,2015,565000,65000,Diesel,Manual,LabelEncoder()
530,Maruti Swift Dzire VDI,2013,425000,61083,Diesel,Manual,LabelEncoder()
531,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,925000,75000,Diesel,Manual,LabelEncoder()
532,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,565000,72000,Diesel,Manual,LabelEncoder()
533,Renault Duster 110PS Diesel RxL,2014,525000,65000,Diesel,Manual,LabelEncoder()
534,Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000,55000,Diesel,Manual,LabelEncoder()
535,Hyundai EON Era Plus,2015,295000,21000,Petrol,Manual,LabelEncoder()
536,Jaguar XF 5.0 Litre V8 Petrol,2012,2050000,66363,Petrol,Automatic,LabelEncoder()
537,Hyundai Creta 1.6 VTVT AT SX Plus,2018,1475000,11700,Petrol,Automatic,LabelEncoder()
538,Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000,10000,Petrol,Automatic,LabelEncoder()
539,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000,100000,Diesel,Automatic,LabelEncoder()
540,Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Manual,LabelEncoder()
541,Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Manual,LabelEncoder()
542,Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Manual,LabelEncoder()
543,Volkswagen Polo GTI,2017,850000,20000,Petrol,Automatic,LabelEncoder()
544,Renault Pulse RxL,2015,390000,61585,Diesel,Manual,LabelEncoder()
545,Maruti Celerio VXI AMT BSIV,2016,450000,39415,Petrol,Automatic,LabelEncoder()
546,Honda Brio V MT,2014,425000,29654,Petrol,Manual,LabelEncoder()
547,Maruti Baleno Alpha 1.3,2016,770000,64672,Diesel,Manual,LabelEncoder()
548,Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000,54634,Diesel,Automatic,LabelEncoder()
549,Honda City i VTEC V,2015,775000,66521,Petrol,Manual,LabelEncoder()
550,Toyota Innova Crysta 2.4 GX AT,2018,1725000,23974,Diesel,Automatic,LabelEncoder()
551,BMW 3 Series 320d Luxury Line,2016,2150000,43000,Diesel,Automatic,LabelEncoder()
552,Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Manual,LabelEncoder()
553,Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Automatic,LabelEncoder()
554,Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Automatic,LabelEncoder()
555,BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Automatic,LabelEncoder()
556,Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Manual,LabelEncoder()
557,Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Manual,LabelEncoder()
558,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Automatic,LabelEncoder()
560,Maruti Ertiga VXI,2015,625000,11918,Petrol,Manual,LabelEncoder()
561,Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Automatic,LabelEncoder()
562,Chevrolet Beat LT Option,2016,239000,41000,Petrol,Manual,LabelEncoder()
563,Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Automatic,LabelEncoder()
565,Hyundai i10 Magna,2012,229999,49824,Petrol,Manual,LabelEncoder()
566,Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Automatic,LabelEncoder()
567,Hyundai Santro GS,2005,80000,56580,Petrol,Manual,LabelEncoder()
568,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Manual,LabelEncoder()
570,Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Manual,LabelEncoder()
628,Hyundai i20 Sportz 1.2,2013,350000,50000,Petrol,Manual,LabelEncoder()
629,Maruti Alto 800 LXI,2014,114999,30000,Petrol,Manual,LabelEncoder()
630,Hyundai i20 Sportz 1.2,2013,380000,50000,Petrol,Manual,LabelEncoder()
631,Maruti Gypsy E MG410W ST,1995,95000,100000,Petrol,Manual,LabelEncoder()
632,Mahindra Scorpio 1.99 S6 Plus,2016,900000,35000,Diesel,Manual,LabelEncoder()
633,Chevrolet Beat LT,2012,200999,90000,Petrol,Manual,LabelEncoder()
634,Maruti Omni E MPI STD BS IV,2014,229999,11451,Petrol,Manual,LabelEncoder()
635,Tata Nexon 1.5 Revotorq XZ,2019,800000,60000,Diesel,Manual,LabelEncoder()
636,Mahindra Verito 1.5 D4 BSIV,2012,150000,172000,Diesel,Manual,LabelEncoder()
637,Maruti Swift VDI,2018,600000,60000,Diesel,Manual,LabelEncoder()
638,Chevrolet Tavera LS B3 7 Seats BSII,2005,150000,150000,Diesel,Manual,LabelEncoder()
639,Chevrolet Optra Magnum 2.0 LS,2009,150000,66000,Diesel,Manual,LabelEncoder()
640,Maruti Eeco 5 Seater Standard BSIV,2019,380000,5000,Petrol,Manual,LabelEncoder()
641,Maruti Swift 1.3 VXi,2006,80000,66508,Petrol,Manual,LabelEncoder()
642,Honda Civic 1.8 MT Sport,2007,225000,55000,Petrol,Manual,LabelEncoder()
643,Tata Nano Lx BSIV,2012,75000,29900,Petrol,Manual,LabelEncoder()
644,Tata Hexa XT 4X4,2017,1600000,3000,Diesel,Manual,LabelEncoder()
645,Tata Indica Vista Quadrajet VX,2012,185000,85000,Diesel,Manual,LabelEncoder()
646,Mahindra Scorpio 2.6 CRDe SLE,2011,425000,50000,Diesel,Manual,LabelEncoder()
647,Tata Indica Vista Aqua 1.4 TDI,2010,100000,120000,Diesel,Manual,LabelEncoder()
648,Maruti Zen Estilo LXI BSIII,2008,140000,90000,Petrol,Manual,LabelEncoder()
649,Maruti Swift Dzire AMT ZXI Plus BS IV,2017,710000,8000,Petrol,Automatic,LabelEncoder()
650,Honda Amaze S AT i-Vtech,2015,450000,7900,Petrol,Automatic,LabelEncoder()
651,Datsun RediGO T Option,2017,210000,50000,Petrol,Manual,LabelEncoder()
652,Maruti Alto K10 VXI,2016,270000,25000,Petrol,Manual,LabelEncoder()
653,Maruti Alto LXi,2009,110000,20000,Petrol,Manual,LabelEncoder()
654,Maruti Swift VXI,2018,540000,17500,Petrol,Manual,LabelEncoder()
655,Mahindra Renault Logan 1.4 GLX Petrol,2008,145000,25000,Petrol,Manual,LabelEncoder()
656,Tata Safari Storme VX,2013,360000,206500,Diesel,Manual,LabelEncoder()
657,Hyundai i10 Magna LPG,2013,250000,88600,LPG,Manual,LabelEncoder()
658,Tata Venture EX,2012,110000,80000,Diesel,Manual,LabelEncoder()
659,Chevrolet Captiva LT,2008,250000,100000,Diesel,Manual,LabelEncoder()
660,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,150000,186000,Diesel,Manual,LabelEncoder()
